(0,0,W)
(0,1,W)
(0,2,W)
(0,3,W)
(0,4,W)
(0,5,B)
(0,6,W)
(0,7,W)
(0,8,W)
(0,9,W)
(0,10,W)
(0,11,W)
(0,12,W)
(0,13,W)
(0,14,W)
(0,15,B)
(0,16,B)
(0,17,B)
(0,18,W)
(0,19,W)
(0,20,B)
(0,21,W)
(0,22,W)
(0,23,B)
(0,24,W)
(0,25,W)
(0,26,W)
(0,27,B)
(0,28,W)
(0,29,W)
(0,30,W)
(0,31,W)
(0,32,B)
(0,33,W)
(0,34,W)
(0,35,W)
(0,36,B)
(0,37,B)
(0,38,W)
(0,39,B)
(0,40,W)
(0,41,W)
(0,42,W)
(0,43,B)
(0,44,W)
(0,45,W)
(0,46,W)
(0,47,B)
(0,48,W)
(0,49,W)
(1,0,B)
(1,1,W)
(1,2,W)
(1,3,W)
(1,4,W)
(1,5,W)
(1,6,B)
(1,7,W)
(1,8,W)
(1,9,B)
(1,10,B)
(1,11,B)
(1,12,B)
(1,13,W)
(1,14,W)
(1,15,W)
(1,16,B)
(1,17,W)
(1,18,B)
(1,19,W)
(1,20,W)
(1,21,W)
(1,22,B)
(1,23,B)
(1,24,W)
(1,25,W)
(1,26,W)
(1,27,W)
(1,28,B)
(1,29,B)
(1,30,W)
(1,31,W)
(1,32,W)
(1,33,B)
(1,34,W)
(1,35,W)
(1,36,W)
(1,37,B)
(1,38,W)
(1,39,W)
(1,40,W)
(1,41,W)
(1,42,B)
(1,43,W)
(1,44,W)
(1,45,B)
(1,46,W)
(1,47,B)
(1,48,B)
(1,49,W)
(2,0,W)
(2,1,B)
(2,2,W)
(2,3,W)
(2,4,W)
(2,5,W)
(2,6,W)
(2,7,W)
(2,8,W)
(2,9,W)
(2,10,B)
(2,11,B)
(2,12,W)
(2,13,W)
(2,14,W)
(2,15,W)
(2,16,W)
(2,17,W)
(2,18,B)
(2,19,W)
(2,20,B)
(2,21,W)
(2,22,B)
(2,23,W)
(2,24,W)
(2,25,W)
(2,26,B)
(2,27,B)
(2,28,W)
(2,29,W)
(2,30,B)
(2,31,W)
(2,32,B)
(2,33,W)
(2,34,B)
(2,35,B)
(2,36,W)
(2,37,B)
(2,38,B)
(2,39,B)
(2,40,W)
(2,41,W)
(2,42,W)
(2,43,W)
(2,44,W)
(2,45,W)
(2,46,W)
(2,47,W)
(2,48,B)
(2,49,W)
(3,0,W)
(3,1,W)
(3,2,B)
(3,3,W)
(3,4,W)
(3,5,W)
(3,6,B)
(3,7,W)
(3,8,B)
(3,9,W)
(3,10,B)
(3,11,W)
(3,12,B)
(3,13,B)
(3,14,W)
(3,15,W)
(3,16,B)
(3,17,W)
(3,18,W)
(3,19,W)
(3,20,W)
(3,21,B)
(3,22,B)
(3,23,W)
(3,24,W)
(3,25,W)
(3,26,W)
(3,27,W)
(3,28,B)
(3,29,W)
(3,30,W)
(3,31,B)
(3,32,W)
(3,33,W)
(3,34,W)
(3,35,W)
(3,36,W)
(3,37,W)
(3,38,W)
(3,39,W)
(3,40,B)
(3,41,W)
(3,42,W)
(3,43,W)
(3,44,W)
(3,45,B)
(3,46,W)
(3,47,W)
(3,48,W)
(3,49,W)
(4,0,B)
(4,1,W)
(4,2,B)
(4,3,B)
(4,4,W)
(4,5,W)
(4,6,W)
(4,7,W)
(4,8,W)
(4,9,W)
(4,10,W)
(4,11,W)
(4,12,B)
(4,13,W)
(4,14,W)
(4,15,W)
(4,16,W)
(4,17,W)
(4,18,W)
(4,19,W)
(4,20,B)
(4,21,W)
(4,22,W)
(4,23,W)
(4,24,W)
(4,25,B)
(4,26,B)
(4,27,W)
(4,28,W)
(4,29,W)
(4,30,W)
(4,31,W)
(4,32,W)
(4,33,W)
(4,34,W)
(4,35,B)
(4,36,B)
(4,37,W)
(4,38,B)
(4,39,W)
(4,40,W)
(4,41,B)
(4,42,W)
(4,43,W)
(4,44,B)
(4,45,W)
(4,46,W)
(4,47,W)
(4,48,B)
(4,49,W)
(5,0,W)
(5,1,W)
(5,2,B)
(5,3,W)
(5,4,W)
(5,5,W)
(5,6,W)
(5,7,W)
(5,8,W)
(5,9,W)
(5,10,W)
(5,11,W)
(5,12,W)
(5,13,W)
(5,14,W)
(5,15,W)
(5,16,W)
(5,17,B)
(5,18,W)
(5,19,B)
(5,20,W)
(5,21,W)
(5,22,W)
(5,23,W)
(5,24,B)
(5,25,W)
(5,26,B)
(5,27,W)
(5,28,B)
(5,29,W)
(5,30,B)
(5,31,W)
(5,32,W)
(5,33,B)
(5,34,W)
(5,35,W)
(5,36,W)
(5,37,W)
(5,38,W)
(5,39,W)
(5,40,W)
(5,41,W)
(5,42,B)
(5,43,W)
(5,44,W)
(5,45,W)
(5,46,W)
(5,47,B)
(5,48,W)
(5,49,B)
(6,0,B)
(6,1,W)
(6,2,B)
(6,3,B)
(6,4,W)
(6,5,W)
(6,6,W)
(6,7,W)
(6,8,W)
(6,9,W)
(6,10,W)
(6,11,W)
(6,12,W)
(6,13,W)
(6,14,W)
(6,15,B)
(6,16,B)
(6,17,W)
(6,18,B)
(6,19,W)
(6,20,B)
(6,21,B)
(6,22,B)
(6,23,W)
(6,24,W)
(6,25,W)
(6,26,W)
(6,27,W)
(6,28,B)
(6,29,W)
(6,30,B)
(6,31,B)
(6,32,W)
(6,33,B)
(6,34,B)
(6,35,W)
(6,36,W)
(6,37,W)
(6,38,W)
(6,39,W)
(6,40,W)
(6,41,W)
(6,42,B)
(6,43,W)
(6,44,W)
(6,45,B)
(6,46,W)
(6,47,W)
(6,48,W)
(6,49,W)
(7,0,W)
(7,1,W)
(7,2,W)
(7,3,B)
(7,4,W)
(7,5,W)
(7,6,W)
(7,7,B)
(7,8,W)
(7,9,W)
(7,10,W)
(7,11,W)
(7,12,W)
(7,13,B)
(7,14,W)
(7,15,W)
(7,16,W)
(7,17,W)
(7,18,W)
(7,19,B)
(7,20,W)
(7,21,W)
(7,22,W)
(7,23,W)
(7,24,W)
(7,25,B)
(7,26,B)
(7,27,B)
(7,28,W)
(7,29,W)
(7,30,W)
(7,31,W)
(7,32,W)
(7,33,W)
(7,34,W)
(7,35,W)
(7,36,W)
(7,37,B)
(7,38,W)
(7,39,W)
(7,40,W)
(7,41,W)
(7,42,W)
(7,43,W)
(7,44,W)
(7,45,W)
(7,46,W)
(7,47,W)
(7,48,W)
(7,49,B)
(8,0,B)
(8,1,W)
(8,2,B)
(8,3,W)
(8,4,W)
(8,5,B)
(8,6,W)
(8,7,W)
(8,8,B)
(8,9,W)
(8,10,W)
(8,11,W)
(8,12,B)
(8,13,W)
(8,14,W)
(8,15,W)
(8,16,W)
(8,17,W)
(8,18,W)
(8,19,W)
(8,20,B)
(8,21,B)
(8,22,B)
(8,23,W)
(8,24,W)
